iso,name,lon,lat,size_pop,pop_basis,source
MEX,Abasolo,-101.53011,20.45031,27389,minor,GeoNames
USA,Maryland Heights,-90.42984,38.71311,27389,minor,GeoNames
USA,Mason City,-93.20104,43.15357,27366,minor,GeoNames
CAN,Saint-Constant,-73.56588,45.36678,27359,minor,GeoNames
USA,Crofton,-76.68747,39.00178,27348,minor,GeoNames
MEX,Huimanguillo,-93.38902,17.83498,27344,minor,GeoNames
USA,Anderson,-82.65013,34.50344,27335,minor,GeoNames
USA,Eagle Mountain,-112.00688,40.31412,27332,minor,GeoNames
CAN,Grimsby,-79.56631,43.20011,27314,minor,GeoNames
CAN,Dieppe,-64.68735,46.07844,27304,minor,GeoNames
USA,Winchester,-78.16333,39.18566,27284,minor,GeoNames
USA,Lindenhurst,-73.37345,40.68677,27277,minor,GeoNames
USA,Spanaway,-122.43457,47.10399,27227,minor,GeoNames
USA,Belmont,-122.2758,37.52021,27218,minor,GeoNames
USA,Holbrook,-73.07844,40.81232,27195,minor,GeoNames
USA,New London,-72.09952,41.35565,27179,minor,GeoNames
CAN,Conception Bay South,-52.99806,47.49989,27168,minor,GeoNames
USA,Paso Robles,-120.691,35.62664,27157,minor,GeoNames
USA,Tualatin,-122.76399,45.38401,27154,minor,GeoNames
MEX,Moyotzingo,-98.40486,19.24811,27137,minor,GeoNames
USA,Fleming Island,-81.71898,30.0933,27126,minor,GeoNames
USA,Winona,-91.63932,44.04996,27094,minor,GeoNames
USA,Agua Caliente,-122.48804,38.32408,27090,minor,GeoNames
MEX,Villagran,-100.99636,20.51364,27079,minor,GeoNames
USA,Thomasville,-80.08199,35.88264,27061,minor,GeoNames
USA,Casselberry,-81.32785,28.67778,27056,minor,GeoNames
USA,Eureka,-124.16367,40.80207,27017,minor,GeoNames
USA,East Saint Louis,-90.15094,38.6245,27006,minor,GeoNames
USA,Garden City,-100.87266,37.97169,27005,minor,GeoNames
USA,Alton,-90.18428,38.8906,27003,minor,GeoNames
USA,Milton,-71.06616,42.24954,27003,minor,GeoNames
USA,University Park,-80.36755,25.74649,26995,minor,GeoNames
USA,Auburn,-76.56605,42.93173,26985,minor,GeoNames
USA,Williston,-103.61797,48.14697,26977,minor,GeoNames
USA,Paramus,-74.07542,40.94454,26974,minor,GeoNames
USA,Back Mountain,-75.99631,41.33591,26973,minor,GeoNames
USA,West Milford,-74.36737,41.13121,26968,minor,GeoNames
USA,Jeffersontown,-85.5644,38.19424,26946,minor,GeoNames
USA,Garden City,-83.33104,42.32559,26920,minor,GeoNames
USA,Horn Lake,-90.03481,34.95537,26915,minor,GeoNames
USA,Stoughton,-71.10227,42.1251,26915,minor,GeoNames
USA,Easton,-75.22073,40.68843,26915,minor,GeoNames
USA,Prairieville,-90.97205,30.30297,26895,minor,GeoNames
USA,Dix Hills,-73.33623,40.80482,26892,minor,GeoNames
MEX,Atotonilco el Alto,-102.50822,20.55084,26874,minor,GeoNames
USA,Gladstone,-94.55468,39.20389,26861,minor,GeoNames
MEX,La Joya,-117.00371,32.44363,26860,minor,GeoNames
USA,Cutler Ridge,-80.34672,25.58066,26831,minor,GeoNames
MEX,Misantla,-96.85194,19.92992,26827,minor,GeoNames
USA,Independence,-84.54411,38.94312,26819,minor,GeoNames
CAN,Bolton,-79.73791,43.87952,26795,minor,GeoNames
MEX,Sayula,-103.60073,19.88372,26789,minor,GeoNames
USA,Watertown,-75.91076,43.97478,26780,minor,GeoNames
USA,Wooster,-81.93646,40.80517,26749,minor,GeoNames
USA,Bessemer,-86.95444,33.40178,26730,minor,GeoNames
USA,Merrimack,-71.4934,42.86509,26726,minor,GeoNames
USA,Lemon Grove,-117.03142,32.74255,26709,minor,GeoNames
USA,Kankakee,-87.86115,41.12003,26676,minor,GeoNames
USA,Wethersfield,-72.65259,41.71427,26668,minor,GeoNames
USA,Bristol,-82.18874,36.59511,26666,minor,GeoNames
USA,McHenry,-88.26675,42.33335,26657,minor,GeoNames
MEX,Apan,-98.45086,19.71128,26642,minor,GeoNames
MEX,Francisco I. Madero,-103.27127,25.773,26632,minor,GeoNames
USA,Saugus,-71.01005,42.46482,26628,minor,GeoNames
MEX,Magdalena de Kino,-110.96151,30.62681,26605,minor,GeoNames
USA,Stevens Point,-89.57456,44.52358,26604,minor,GeoNames
USA,West Linn,-122.61231,45.36568,26593,minor,GeoNames
USA,Superior,-92.10408,46.72077,26579,minor,GeoNames
MEX,Teapa,-92.94788,17.55602,26548,minor,GeoNames
USA,Greenville,-96.11081,33.13845,26515,minor,GeoNames
USA,Magna,-112.10161,40.70911,26505,minor,GeoNames
MEX,Rio de Teapa,-92.90217,17.77473,26500,minor,GeoNames
MEX,Las Pintitas,-103.30222,20.56444,26500,minor,GeoNames
USA,Batavia,-88.31257,41.85003,26495,minor,GeoNames
USA,Danvers,-70.93005,42.57509,26493,minor,GeoNames
CAN,Boisbriand,-73.83249,45.61678,26483,minor,GeoNames
USA,Shoreview,-93.14717,45.07913,26477,minor,GeoNames
USA,Paradise,-121.62192,39.75961,26476,minor,GeoNames
USA,Fremont,-96.49808,41.43333,26474,minor,GeoNames
USA,Smithtown,-73.20067,40.85593,26470,minor,GeoNames
USA,Pearl,-90.13203,32.27459,26462,minor,GeoNames
USA,Mansfield City,-72.23369,41.76593,26439,minor,GeoNames
USA,Mercerville-Hamilton Square,-74.67223,40.23126,26419,minor,GeoNames
USA,North Creek,-122.17624,47.81954,26410,minor,GeoNames
USA,Carbondale,-89.21675,37.72727,26399,minor,GeoNames
USA,Westport,-73.3579,41.14149,26391,minor,GeoNames
USA,Medina,-81.86375,41.13839,26339,minor,GeoNames
USA,Bay Shore,-73.24539,40.7251,26337,minor,GeoNames
USA,Kahului,-156.47293,20.88933,26337,minor,GeoNames
USA,Leisure City,-80.42922,25.49539,26324,minor,GeoNames
USA,Vernon Hills,-87.97952,42.21947,26314,minor,GeoNames
USA,Zionsville,-86.26194,39.95087,26296,minor,GeoNames
USA,Norco,-117.54866,33.93113,26289,minor,GeoNames
MEX,Isla,-95.52946,18.0278,26287,minor,GeoNames
USA,Wasco,-119.34095,35.59412,26279,minor,GeoNames
USA,Mount Pleasant,-87.85577,42.69743,26272,minor,GeoNames
USA,Fortuna Foothills,-114.41189,32.65783,26265,minor,GeoNames
MEX,Reforma,-93.15381,17.85904,26257,minor,GeoNames
USA,Barberton,-81.60512,41.01283,26234,minor,GeoNames
USA,Kingsville,-97.85611,27.51587,26225,minor,GeoNames
USA,Statesville,-80.8873,35.78264,26221,minor,GeoNames
USA,Plainview,-73.46735,40.77649,26217,minor,GeoNames
USA,Laurel,-76.84831,39.09928,26215,minor,GeoNames
USA,Carrollton,-85.07661,33.58011,26203,minor,GeoNames
MEX,Ixtaczoquitlan,-97.06229,18.85364,26187,minor,GeoNames
USA,South Pasadena,-118.15035,34.11612,26151,minor,GeoNames
MEX,Santiago Papasquiaro,-105.41917,25.04389,26121,minor,GeoNames
MEX,Apaseo el Grande,-100.68787,20.54555,26121,minor,GeoNames
USA,Four Corners,-81.64738,28.33287,26116,minor,GeoNames
USA,South Laurel,-76.85025,39.06983,26112,minor,GeoNames
USA,Asheboro,-79.81364,35.70791,26103,minor,GeoNames
USA,Buenaventura Lakes,-81.35313,28.33584,26079,minor,GeoNames
MEX,Ciudad de Allende,-100.01928,25.28123,26065,minor,GeoNames
USA,Clinton,-90.18874,41.84447,26064,minor,GeoNames
USA,Mount Pleasant,-84.76751,43.59781,26060,minor,GeoNames
USA,Twentynine Palms,-116.05417,34.13556,26025,minor,GeoNames
MEX,Ocoyoacac,-99.45787,19.27127,26015,minor,GeoNames
USA,Huntley,-88.42814,42.16808,26005,minor,GeoNames
USA,Xenia,-83.92965,39.68478,25976,minor,GeoNames
USA,Reisterstown,-76.8319,39.46976,25968,minor,GeoNames
USA,Green,-81.48317,40.94589,25898,minor,GeoNames
USA,Brawley,-115.53027,32.97866,25897,minor,GeoNames
USA,Yukon,-97.76254,35.50672,25892,minor,GeoNames
USA,Ellendale,-89.82592,35.23064,25882,minor,GeoNames
USA,Forest Hills,-85.48975,42.95947,25867,minor,GeoNames
USA,Lafayette,-122.11802,37.88576,25843,minor,GeoNames
USA,Ramsey,-93.45,45.2611,25828,minor,GeoNames
USA,Suitland,-76.92386,38.84872,25825,minor,GeoNames
MEX,Acatzingo,-97.78363,18.98196,25811,minor,GeoNames
USA,New Lenox,-87.96561,41.51198,25800,minor,GeoNames
USA,Madison,-90.11536,32.46181,25799,minor,GeoNames
USA,Neenah,-88.46261,44.18582,25792,minor,GeoNames
USA,Alvin,-95.2441,29.42385,25791,minor,GeoNames
CAN,Vaudreuil-Dorion,-74.03251,45.40008,25789,minor,GeoNames
USA,Key West,-81.78163,24.55524,25755,minor,GeoNames
MEX,Tecax,-89.28522,20.2052,25751,minor,GeoNames
MEX,Felipe Carrillo Puerto,-88.04529,19.5775,25744,minor,GeoNames
USA,Randolph,-74.58148,40.84829,25734,minor,GeoNames
USA,Temple Terrace,-82.38926,28.0353,25731,minor,GeoNames
USA,Owatonna,-93.22604,44.08385,25725,minor,GeoNames
USA,Homewood,-86.80082,33.47177,25708,minor,GeoNames
USA,Sahuarita,-110.95565,31.95758,25707,minor,GeoNames
CAN,Thetford-Mines,-71.30539,46.09371,25704,minor,GeoNames
MEX,Valente Diaz,-96.21648,19.16347,25700,minor,GeoNames
USA,Maple Valley,-122.04641,47.39272,25686,minor,GeoNames
MEX,Huejotzingo,-98.40824,19.15892,25684,minor,GeoNames
CAN,Walnut Grove,-122.64042,49.16473,25683,minor,GeoNames
MEX,Tacambaro de Codallos,-101.45803,19.23606,25665,minor,GeoNames
USA,Hazelwood,-90.37095,38.77144,25661,minor,GeoNames
USA,Troy,-84.20328,40.0395,25659,minor,GeoNames
USA,Lemoore,-119.78291,36.30078,25647,minor,GeoNames
MEX,Tejupilco de Hidalgo,-100.15275,18.90475,25631,minor,GeoNames
USA,Mint Hill,-80.64729,35.17959,25627,minor,GeoNames
USA,Ridgewood,-74.11653,40.97926,25621,minor,GeoNames
USA,Cabot,-92.01653,34.97453,25587,minor,GeoNames
USA,Reedley,-119.4504,36.59634,25569,minor,GeoNames
USA,Edgewood,-76.2944,39.41872,25562,minor,GeoNames
USA,Meadow Woods,-81.36646,28.38556,25558,minor,GeoNames
USA,South Portland,-70.24088,43.64147,25556,minor,GeoNames
MEX,Valle de Bravo,-100.13132,19.19501,25554,minor,GeoNames
CAN,Val-d'Or,-77.79737,48.0974,25541,minor,GeoNames
USA,West Whittier-Los Nietos,-118.06909,33.976,25540,minor,GeoNames
USA,Lebanon,-76.41135,40.34093,25534,minor,GeoNames
MEX,Mixquiahuala de Juarez,-99.21396,20.23031,25510,minor,GeoNames
USA,Zanesville,-82.01319,39.94035,25498,minor,GeoNames
CAN,Prince Edward,-77.24946,44.00012,25496,minor,GeoNames
USA,Colleyville,-97.15501,32.88096,25487,minor,GeoNames
USA,Canton,-84.49076,34.23676,25469,minor,GeoNames
USA,Ossining,-73.86152,41.16287,25441,minor,GeoNames
USA,Salem,-80.05476,37.29347,25432,minor,GeoNames
USA,Burlington,-91.11292,40.80754,25410,minor,GeoNames
USA,Saratoga Springs,-111.90466,40.34912,25407,minor,GeoNames
MEX,Ixtepec,-95.10375,16.56052,25381,minor,GeoNames
USA,Melrose Park,-87.85673,41.90059,25379,minor,GeoNames
USA,Starkville,-88.81961,33.45049,25366,minor,GeoNames
USA,Lochearn,-76.72219,39.34066,25333,minor,GeoNames
USA,Chanhassen,-93.53079,44.86219,25332,minor,GeoNames
USA,Hercules,-122.28858,38.01714,25314,minor,GeoNames
MEX,Emiliano Zapata,-98.97472,19.34361,25309,minor,GeoNames
USA,Galt,-121.29995,38.25464,25303,minor,GeoNames
MEX,Nanchital de Lazaro Cardenas del Rio,-94.40756,18.07117,25289,minor,GeoNames
USA,Prior Lake,-93.42273,44.7133,25282,minor,GeoNames
USA,Grandview,-94.53301,38.88584,25256,minor,GeoNames
USA,Clinton,-90.32176,32.34153,25254,minor,GeoNames
USA,Yarmouth,-70.22863,41.70567,25243,minor,GeoNames
CAN,Sainte-Therese,-73.82757,45.63922,25224,minor,GeoNames
MEX,Yuriria,-101.13194,20.21075,25216,minor,GeoNames
USA,Sandusky,-82.70796,41.44894,25212,minor,GeoNames
USA,Balch Springs,-96.62277,32.72874,25210,minor,GeoNames
USA,White Bear Lake,-93.00994,45.08469,25205,minor,GeoNames
USA,Chaska,-93.60218,44.78941,25199,minor,GeoNames
USA,Harvey,-87.64671,41.61003,25194,minor,GeoNames
USA,Middle River,-76.43941,39.33427,25191,minor,GeoNames
USA,Woodstock,-88.4487,42.31474,25189,minor,GeoNames
USA,Ardmore,-97.14363,34.17426,25176,minor,GeoNames
USA,Lockport,-88.05784,41.58948,25175,minor,GeoNames
USA,Woodburn,-122.85537,45.14373,25173,minor,GeoNames
MEX,Ciudad Altamirano,-100.66965,18.3582,25168,minor,GeoNames
MEX,Alamo,-97.67554,20.91154,25159,minor,GeoNames
USA,Wyandotte,-83.14992,42.21421,25156,minor,GeoNames
USA,Mauldin,-82.31012,34.77873,25135,minor,GeoNames
USA,Belvidere,-88.84427,42.26391,25132,minor,GeoNames
MEX,Cuautlancingo,-98.27319,19.08995,25104,minor,GeoNames
USA,Moscow,-117.00017,46.73239,25060,minor,GeoNames
USA,Milford,-71.51617,42.13982,25055,minor,GeoNames
USA,West Memphis,-90.18454,35.14648,25052,minor,GeoNames
USA,Athens,-82.10126,39.32924,25044,minor,GeoNames
USA,Mercer Island,-122.22207,47.57065,25042,minor,GeoNames
USA,Bridgeton,-75.23408,39.42734,25031,minor,GeoNames
MEX,Encarnacion de Diaz,-102.24024,21.52631,25010,minor,GeoNames
USA,Maplewood,-74.27348,40.73121,25008,minor,GeoNames
USA,Soledad,-121.32632,36.42469,25003,minor,GeoNames
CAN,Brooklin,-78.95972,43.95833,25000,minor,GeoNames
CAN,Fallingbrook,-75.48401,45.47558,25000,minor,GeoNames
USA,Farmington,-72.83204,41.71982,25000,minor,GeoNames
USA,Brownsburg,-86.39777,39.84338,24996,minor,GeoNames
USA,Saginaw Township North,-84.00674,43.46004,24994,minor,GeoNames
USA,Edwardsville,-89.95316,38.81144,24992,minor,GeoNames
USA,Riverside,-84.1241,39.77978,24972,minor,GeoNames
USA,Athens,-86.97219,34.80243,24966,minor,GeoNames
USA,Sanger,-119.55597,36.70801,24950,minor,GeoNames
USA,Westmont,-87.97562,41.79586,24941,minor,GeoNames
USA,Wakefield,-71.07283,42.50648,24932,minor,GeoNames
USA,Rockledge,-80.72533,28.35084,24926,minor,GeoNames
USA,Hastings,-98.38839,40.58612,24924,minor,GeoNames
USA,Cave Spring,-80.01282,37.22764,24922,minor,GeoNames
USA,North Tustin,-117.79394,33.76446,24917,minor,GeoNames
USA,East Amherst,-78.6967,43.01839,24914,minor,GeoNames
MEX,Hunucma,-89.87716,21.0164,24910,minor,GeoNames
USA,Daphne,-87.9036,30.60353,24896,minor,GeoNames
USA,Whitehall Township,-75.49991,40.66676,24896,minor,GeoNames
MEX,Costa Rica,-107.38992,24.5907,24874,minor,GeoNames
USA,Paducah,-88.60005,37.08339,24864,minor,GeoNames
USA,Cliffside Park,-73.98764,40.82149,24857,minor,GeoNames
USA,Elmwood Park,-87.80923,41.92114,24840,minor,GeoNames
USA,Vineyard,-121.34692,38.46449,24836,minor,GeoNames
USA,Lodi,-74.0832,40.88232,24835,minor,GeoNames
USA,Hazleton,-75.97465,40.95842,24825,minor,GeoNames
USA,Eagle River,-149.56778,61.32139,24793,minor,GeoNames
USA,South Salt Lake,-111.88827,40.71884,24788,minor,GeoNames
USA,Paris,-95.55551,33.66094,24782,minor,GeoNames
USA,Northport,-87.57723,33.22901,24772,minor,GeoNames
USA,Uniondale,-73.59291,40.70038,24759,minor,GeoNames
USA,Ponca City,-97.08559,36.70698,24758,minor,GeoNames
USA,Muskego,-88.13898,42.90585,24755,minor,GeoNames
USA,Collinsville,-89.98455,38.67033,24754,minor,GeoNames
USA,Reading,-71.09533,42.52565,24747,minor,GeoNames
USA,Short Pump,-77.61249,37.65042,24729,minor,GeoNames
USA,Belmont,-71.17867,42.39593,24729,minor,GeoNames
USA,Dedham,-71.16616,42.24177,24729,minor,GeoNames
USA,De Pere,-88.06038,44.44888,24724,minor,GeoNames
MEX,Zumpango del Rio,-99.52725,17.65437,24719,minor,GeoNames
USA,Caledonia,-87.92425,42.8078,24684,minor,GeoNames
USA,Inkster,-83.30993,42.2942,24672,minor,GeoNames
USA,Vincentown,-74.74849,39.934,24664,minor,GeoNames
USA,Bixby,-95.88332,35.94204,24657,minor,GeoNames
USA,Emporia,-96.18166,38.4039,24649,minor,GeoNames
USA,Fort Dodge,-94.16802,42.49747,24649,minor,GeoNames
USA,Walker,-85.76809,43.00141,24647,minor,GeoNames
USA,Ottumwa,-92.4113,41.02001,24624,minor,GeoNames
USA,Junction City,-96.8314,39.02861,24621,minor,GeoNames
USA,Seal Beach,-118.10479,33.74141,24619,minor,GeoNames
USA,Tarpon Springs,-82.75677,28.14612,24605,minor,GeoNames
USA,Franklin,-86.05499,39.48061,24598,minor,GeoNames
USA,Herndon,-77.3861,38.96955,24568,minor,GeoNames
USA,Austin,-92.97464,43.66663,24563,minor,GeoNames
MEX,Tamazunchale,-98.78935,21.25993,24562,minor,GeoNames
MEX,La Isla,-96.15,18.6,24558,minor,GeoNames
USA,Sachse,-96.59527,32.97623,24554,minor,GeoNames
USA,Sun City West,-112.34127,33.66198,24535,minor,GeoNames
USA,Watauga,-97.25474,32.85791,24525,minor,GeoNames
USA,Burlington,-71.19561,42.50482,24498,minor,GeoNames
USA,San Benito,-97.6311,26.13258,24496,minor,GeoNames
USA,Freeport,-89.62123,42.29669,24476,minor,GeoNames
USA,Forest Grove,-123.11066,45.51984,24457,minor,GeoNames
MEX,Arriaga,-93.89972,16.23557,24447,minor,GeoNames
USA,Palmetto Bay,-80.32477,25.62177,24439,minor,GeoNames
MEX,Jalostotitlan,-102.46097,21.16813,24423,minor,GeoNames
USA,Staunton,-79.0732,38.14991,24416,minor,GeoNames
USA,Selma,-119.61208,36.57078,24414,minor,GeoNames
USA,South Windsor,-72.6212,41.82371,24412,minor,GeoNames
USA,North Potomac,-77.26498,39.08289,24410,minor,GeoNames
CAN,Bridlewood,-75.8569,45.28522,24400,minor,GeoNames
CAN,Waterdown,-79.88293,43.33341,24400,minor,GeoNames
MEX,San Antonio Tecomitl,-98.98806,19.21778,24397,minor,GeoNames
USA,Homer Glen,-87.93811,41.60003,24395,minor,GeoNames
CAN,Saint-Bruno-de-Montarville,-73.34916,45.53341,24388,minor,GeoNames
USA,Coral Terrace,-80.3045,25.74593,24376,minor,GeoNames
USA,Norfolk,-97.417,42.02834,24366,minor,GeoNames
CAN,Midland,-79.88296,44.7501,24353,minor,GeoNames
USA,Ridgeland,-90.13231,32.42848,24351,minor,GeoNames
USA,Scaggsville,-76.90025,39.14511,24333,minor,GeoNames
USA,Cudahy,-118.18535,33.96057,24311,minor,GeoNames
USA,Washington,-113.50829,37.13054,24299,minor,GeoNames
USA,New Smyrna Beach,-80.927,29.02582,24298,minor,GeoNames
MEX,Ebano,-98.37706,22.21808,24296,minor,GeoNames
USA,South Plainfield,-74.41154,40.57927,24290,minor,GeoNames
USA,Pasadena,-76.57108,39.119,24287,minor,GeoNames
USA,Columbine,-105.06943,39.58777,24280,minor,GeoNames
USA,Greenbelt,-76.87553,39.00455,24272,minor,GeoNames
MEX,Loreto,-101.98602,22.27194,24260,minor,GeoNames
USA,South Riding,-77.50388,38.92094,24256,minor,GeoNames
USA,Citrus Park,-82.56982,28.07835,24252,minor,GeoNames
USA,Boca Del Mar,-80.14671,26.34508,24244,minor,GeoNames
MEX,El Salto,-105.36038,23.77846,24241,minor,GeoNames
MEX,Jiquilpan de Juarez,-102.71843,19.99173,24233,minor,GeoNames
USA,Newport,-71.31283,41.4901,24232,minor,GeoNames
USA,Norton Shores,-86.26395,43.1689,24208,minor,GeoNames
USA,Barstow Heights,-117.05615,34.86971,24202,minor,GeoNames
USA,Rockville Centre,-73.64124,40.65871,24201,minor,GeoNames
USA,Searcy,-91.73625,35.25064,24196,minor,GeoNames
USA,North Platte,-100.76542,41.12389,24194,minor,GeoNames
USA,Rolling Meadows,-88.01313,42.08419,24190,minor,GeoNames
MEX,Licenciado Benito Juarez,-107.545,24.65667,24185,minor,GeoNames
USA,Carteret,-74.2282,40.57733,24170,minor,GeoNames
USA,Immokalee,-81.4173,26.41869,24154,minor,GeoNames
USA,Medford,-73.00011,40.8176,24142,minor,GeoNames
USA,Riverbank,-120.93549,37.73604,24122,minor,GeoNames
MEX,San Juan Ixtayopan,-98.99867,19.23187,24120,minor,GeoNames
MEX,Ometepec,-98.40797,16.69008,24120,minor,GeoNames
USA,Zion,-87.83285,42.44613,24117,minor,GeoNames
USA,Trotwood,-84.31133,39.79728,24096,minor,GeoNames
USA,North Haven,-72.85954,41.39093,24093,minor,GeoNames
USA,Summerlin South,-115.33001,36.11708,24085,minor,GeoNames
USA,Mahwah,-74.14376,41.08871,24062,minor,GeoNames
USA,Loma Linda,-117.26115,34.04835,24045,minor,GeoNames
USA,Peekskill,-73.92042,41.29009,24043,minor,GeoNames
USA,Keystone,-82.62121,28.15585,24039,minor,GeoNames
USA,Baldwin,-73.6093,40.65649,24033,minor,GeoNames
USA,Fairfax,-77.30637,38.84622,24013,minor,GeoNames
USA,Maywood,-87.84312,41.8792,24012,minor,GeoNames
USA,Sebastian,-80.47061,27.81641,24007,minor,GeoNames
CAN,East Gwillimbury,-79.43785,44.10087,23991,minor,GeoNames
MEX,San Miguel el Alto,-102.40227,21.03053,23982,minor,GeoNames
USA,Holt,-84.51525,42.64059,23973,minor,GeoNames
USA,Muscatine,-91.04321,41.42447,23968,minor,GeoNames
USA,Elk River,-93.56718,45.30385,23963,minor,GeoNames
USA,Rock Springs,-109.2029,41.58746,23962,minor,GeoNames
USA,Golden Gate,-81.69509,26.18787,23961,minor,GeoNames
USA,Corsicana,-96.46887,32.09543,23952,minor,GeoNames
MEX,Miahuatlan de Porfirio Diaz,-96.59606,16.329,23940,minor,GeoNames
USA,Hialeah Gardens,-80.3245,25.8651,23926,minor,GeoNames
USA,Waverly,-84.62081,42.7392,23925,minor,GeoNames
USA,Hunt Valley,-76.64108,39.49983,23915,minor,GeoNames
USA,Fuquay-Varina,-78.80001,35.58432,23907,minor,GeoNames
USA,Fountain Hills,-111.71736,33.61171,23899,minor,GeoNames
USA,Champlin,-93.39745,45.18885,23894,minor,GeoNames
USA,South Portland Gardens,-70.31533,43.63897,23893,minor,GeoNames
CAN,Brockville,-75.68705,44.59132,23886,minor,GeoNames
USA,Centerville,-84.15938,39.62839,23882,minor,GeoNames
CAN,Strathroy,-81.62232,42.9551,23871,minor,GeoNames
USA,Bloomington,-117.39588,34.07029,23851,minor,GeoNames
MEX,Yurecuaro,-102.28219,20.33954,23843,minor,GeoNames
USA,Bainbridge Island,-122.52124,47.62621,23840,minor,GeoNames
MEX,Ciudad Serdan,-97.44643,18.98856,23824,minor,GeoNames
USA,Morrisville,-78.82556,35.82348,23820,minor,GeoNames
USA,Marshall,-94.36742,32.54487,23820,minor,GeoNames
CAN,Squamish,-123.15631,49.69925,23819,minor,GeoNames
USA,Watertown,-88.72899,43.19472,23819,minor,GeoNames
USA,Kernersville,-80.07365,36.11986,23811,minor,GeoNames
USA,Dickinson,-102.78962,46.87918,23765,minor,GeoNames
MEX,Motozintla,-92.24673,15.36615,23755,minor,GeoNames
USA,Old Bridge,-74.36543,40.41483,23753,minor,GeoNames
MEX,Teocaltiche,-102.57427,21.43434,23726,minor,GeoNames
USA,Fort Washington,-77.02303,38.70734,23717,minor,GeoNames
MEX,Purepero de Echaiz,-102.00691,19.91025,23713,minor,GeoNames
USA,Dinuba,-119.38707,36.54328,23702,minor,GeoNames
USA,Barstow,-117.02282,34.89859,23692,minor,GeoNames
MEX,Comonfort,-100.7612,20.72005,23683,minor,GeoNames
USA,Fairland,-76.95775,39.07622,23681,minor,GeoNames
CAN,White Rock,-122.79507,49.02049,23670,minor,GeoNames
USA,Brookings,-96.79839,44.31136,23657,minor,GeoNames
USA,Blue Island,-87.68005,41.65726,23652,minor,GeoNames
USA,Faribault,-93.26883,44.29496,23650,minor,GeoNames
MEX,Castanos,-101.43211,26.78932,23649,minor,GeoNames
USA,Chestnut Hill,-71.16616,42.33065,23649,minor,GeoNames
USA,Baileys Crossroads,-77.1297,38.85039,23643,minor,GeoNames
MEX,Allende,-94.39425,18.15401,23620,minor,GeoNames
USA,Eagle,-116.35401,43.69544,23612,minor,GeoNames
USA,Norland,-80.21227,25.94898,23604,minor,GeoNames
USA,Scotch Plains,-74.38987,40.65538,23584,minor,GeoNames
USA,Glenville,-81.61735,41.53338,23559,minor,GeoNames
MEX,Juan Jose Rios,-108.8242,25.75714,23553,minor,GeoNames
MEX,Teloloapan,-99.87185,18.36663,23549,minor,GeoNames
USA,El Cerrito,-122.31164,37.91576,23549,minor,GeoNames
USA,Brandon,-89.98592,32.2732,23529,minor,GeoNames
USA,Derby,-97.26893,37.54557,23509,minor,GeoNames
CAN,Rouyn-Noranda,-79.02311,48.23656,23504,minor,GeoNames
MEX,San Martin Cuautlalpan,-98.83167,19.27618,23501,minor,GeoNames
USA,Graham,-122.29428,47.05288,23491,minor,GeoNames
USA,Ilchester,-76.76469,39.25094,23476,minor,GeoNames
MEX,San Jose Iturbide,-100.3858,21.00022,23471,minor,GeoNames
USA,Bayonet Point,-82.68343,28.32667,23467,minor,GeoNames
USA,Easton,-71.12866,42.02454,23459,minor,GeoNames
USA,Loves Park,-89.05816,42.32002,23455,minor,GeoNames
USA,Avon Lake,-82.0282,41.50532,23453,minor,GeoNames
USA,San Lorenzo,-122.13321,37.67412,23452,minor,GeoNames
USA,Morton Grove,-87.78256,42.04059,23448,minor,GeoNames
USA,Kingston,-73.99736,41.92704,23436,minor,GeoNames
USA,McDonough,-84.14686,33.44734,23417,minor,GeoNames
USA,Romulus,-83.3966,42.22226,23417,minor,GeoNames
USA,Rosemount,-93.12577,44.73941,23413,minor,GeoNames
USA,Mansfield,-71.21894,42.03343,23380,minor,GeoNames
USA,Eloise,-81.73813,27.99474,23366,minor,GeoNames
USA,Laguna Beach,-117.78311,33.54225,23365,minor,GeoNames
USA,Springfield,-75.32019,39.93067,23363,minor,GeoNames
CAN,La Prairie,-73.49917,45.41678,23357,minor,GeoNames
USA,Bellview,-87.31497,30.46159,23355,minor,GeoNames
USA,Manoa,-157.80423,21.31608,23343,minor,GeoNames
MEX,Teotihuacan de Arista,-98.86083,19.68972,23325,minor,GeoNames
USA,Terrytown,-90.03257,29.91021,23319,minor,GeoNames
MEX,Ixtlan del Rio,-104.3688,21.03514,23303,minor,GeoNames
USA,Crestview,-86.57051,30.76213,23270,minor,GeoNames
USA,Keene,-72.27814,42.93369,23265,minor,GeoNames
USA,Greenwood,-82.16179,34.1954,23260,minor,GeoNames
MEX,Motul,-89.28332,21.09571,23240,minor,GeoNames
USA,Gallup,-108.74258,35.52808,23240,minor,GeoNames
USA,South Old Bridge,-74.35432,40.40816,23233,minor,GeoNames
USA,Duncan,-97.95781,34.5023,23231,minor,GeoNames
CAN,Tecumseh,-82.884,42.316,23229,minor,GeoNames
USA,Griffin,-84.26409,33.24678,23211,minor,GeoNames
USA,Dolton,-87.60727,41.63892,23197,minor,GeoNames
USA,Webster Groves,-90.35734,38.59255,23177,minor,GeoNames
USA,Columbus,-88.42726,33.49567,23168,minor,GeoNames
MEX,Jesus del Monte,-99.29444,19.375,23150,minor,GeoNames
USA,Denison,-96.53666,33.75566,23150,minor,GeoNames
USA,Kerrville,-99.14032,30.04743,23136,minor,GeoNames
