iso,name,lon,lat,size_pop,pop_basis,source
USA,Pensacola,-87.21691,30.42131,53724,minor,GeoNames
USA,Wheaton,-88.10701,41.86614,53715,minor,GeoNames
USA,Commerce City,-104.93387,39.80832,53696,minor,GeoNames
MEX,Santiago Teyahualco,-99.12493,19.65985,53684,minor,GeoNames
USA,Watsonville,-121.75689,36.91023,53628,minor,GeoNames
MEX,Coatepec,-96.96148,19.45229,53621,minor,GeoNames
USA,Lake Havasu City,-114.32245,34.4839,53553,minor,GeoNames
MEX,Papantla de Olarte,-97.32494,20.44655,53546,minor,GeoNames
USA,Revere,-71.01199,42.40843,53422,minor,GeoNames
USA,West New York,-74.01431,40.78788,53366,minor,GeoNames
USA,Yucaipa,-117.04309,34.03363,53328,minor,GeoNames
USA,Gilroy,-121.56828,37.00578,53231,minor,GeoNames
USA,Poinciana,-81.45841,28.14029,53193,minor,GeoNames
MEX,Rioverde,-99.99488,21.93115,53128,minor,GeoNames
MEX,Ciudad de Huajuapan de Leon,-97.77956,17.80787,53043,minor,GeoNames
USA,Kingsport,-82.56182,36.54843,53014,minor,GeoNames
USA,Levittown,-74.82877,40.15511,52983,minor,GeoNames
USA,Palm Beach Gardens,-80.13865,26.82339,52923,minor,GeoNames
USA,Milford,-73.0565,41.22232,52759,minor,GeoNames
USA,Delano,-119.24705,35.76884,52733,minor,GeoNames
USA,West Sacramento,-121.53023,38.58046,52721,minor,GeoNames
USA,Huntersville,-80.84285,35.41069,52704,minor,GeoNames
USA,Perth Amboy,-74.26542,40.50677,52682,minor,GeoNames
USA,Southaven,-90.01259,34.98898,52589,minor,GeoNames
USA,Saint Peters,-90.62651,38.80033,52575,minor,GeoNames
USA,Harrisonburg,-78.86892,38.44957,52538,minor,GeoNames
USA,Peabody,-70.92866,42.52787,52504,minor,GeoNames
USA,Placentia,-117.87034,33.87224,52495,minor,GeoNames
USA,Lenexa,-94.73357,38.95362,52490,minor,GeoNames
USA,DeSoto,-96.85695,32.58986,52486,minor,GeoNames
USA,Burlington,-79.4378,36.09569,52472,minor,GeoNames
USA,South Hill,-122.27012,47.14121,52431,minor,GeoNames
USA,Elkhart,-85.97667,41.68199,52348,minor,GeoNames
USA,La Crosse,-91.23958,43.80136,52306,minor,GeoNames
CAN,Welland,-79.24958,42.98342,52293,minor,GeoNames
USA,Oak Park,-87.7845,41.88503,52287,minor,GeoNames
USA,Florissant,-90.32261,38.78922,52268,minor,GeoNames
USA,Sammamish,-122.0804,47.64177,52253,minor,GeoNames
MEX,Matamoros,-103.2285,25.52699,52233,minor,GeoNames
MEX,Arandas,-102.34514,20.70551,52175,minor,GeoNames
USA,Albany,-123.10593,44.63651,52175,minor,GeoNames
USA,Hoffman Estates,-88.0798,42.04281,52138,minor,GeoNames
USA,Methuen,-71.19089,42.7262,52044,minor,GeoNames
USA,Glendora,-117.86534,34.13612,52009,minor,GeoNames
MEX,Huamantla,-97.9252,19.31451,51996,minor,GeoNames
USA,Brookhaven,-84.3402,33.85844,51910,minor,GeoNames
USA,Levittown,-73.51429,40.72593,51881,minor,GeoNames
USA,Palm Desert,-116.37697,33.72255,51869,minor,GeoNames
USA,Joplin,-94.51328,37.08423,51818,minor,GeoNames
USA,Enid,-97.87839,36.39559,51776,minor,GeoNames
CAN,Lower Sackville,-63.67865,44.77599,51749,minor,GeoNames
USA,Bonita Springs,-81.7787,26.33981,51704,minor,GeoNames
USA,Irondequoit,-77.57972,43.2134,51692,minor,GeoNames
USA,Caldwell,-116.68736,43.66294,51686,minor,GeoNames
USA,Minnetonka,-93.50329,44.9133,51669,minor,GeoNames
USA,Pinellas Park,-82.69954,27.8428,51617,minor,GeoNames
USA,Battle Creek,-85.17816,42.3173,51589,minor,GeoNames
USA,Casa Grande,-111.75735,32.8795,51460,minor,GeoNames
USA,The Villages,-81.95994,28.93408,51442,minor,GeoNames
USA,Grand Island,-98.34201,40.92501,51440,minor,GeoNames
USA,Grapevine,-97.07807,32.93429,51404,minor,GeoNames
USA,Stratford,-73.13317,41.18454,51384,minor,GeoNames
MEX,Uriangato,-101.17875,20.14162,51382,minor,GeoNames
USA,Kentwood,-85.64475,42.86947,51357,minor,GeoNames
USA,City of Milford (balance),-73.06164,41.22374,51271,minor,GeoNames
MEX,Teoloyucan,-99.18113,19.74423,51255,minor,GeoNames
USA,Tigard,-122.77149,45.43123,51253,minor,GeoNames
USA,East Hartford,-72.61203,41.78232,51252,minor,GeoNames
USA,Apple Valley,-93.21772,44.73191,51221,minor,GeoNames
USA,Plainfield,-74.40737,40.63371,51217,minor,GeoNames
USA,Leesburg,-77.5636,39.11566,51209,minor,GeoNames
USA,Parsippany,-74.42599,40.85788,51144,minor,GeoNames
USA,Coral Gables,-80.26838,25.72149,51117,minor,GeoNames
USA,The Trails of Frisco,-96.87182,33.16087,51059,minor,GeoNames
USA,The Hammocks,-80.4445,25.67149,51003,minor,GeoNames
MEX,Acayucan,-94.91386,17.94979,50934,minor,GeoNames
USA,Buckeye,-112.58378,33.37032,50876,minor,GeoNames
USA,Flagami,-80.31616,25.76232,50834,minor,GeoNames
USA,Catalina Foothills,-110.9187,32.29785,50796,minor,GeoNames
CAN,Belleville,-77.38277,44.16682,50716,minor,GeoNames
USA,Lakewood,-81.79819,41.48199,50656,minor,GeoNames
USA,North La Crosse,-91.24819,43.84635,50470,minor,GeoNames
USA,Burien,-122.34679,47.47038,50467,minor,GeoNames
USA,Havertown,-75.30852,39.98095,50430,minor,GeoNames
MEX,Taxco de Alarcon,-99.60592,18.55462,50399,minor,GeoNames
CAN,North Bay,-79.46633,46.3168,50396,minor,GeoNames
USA,Logan,-111.83439,41.73549,50371,minor,GeoNames
CAN,Saint-Hyacinthe,-72.95699,45.63076,50326,minor,GeoNames
USA,South Peabody,-70.94949,42.50982,50293,minor,GeoNames
USA,Aliso Viejo,-117.72712,33.56504,50195,minor,GeoNames
USA,Galveston,-94.7977,29.30135,50180,minor,GeoNames
USA,Poway,-117.03586,32.96282,50157,minor,GeoNames
USA,Edina,-93.34995,44.88969,50138,minor,GeoNames
USA,Minnetonka Mills,-93.4419,44.94107,50117,minor,GeoNames
MEX,Zacapu,-101.79198,19.81523,50112,minor,GeoNames
MEX,Pijijiapan,-93.20938,15.68618,50079,minor,GeoNames
USA,Stonecrest,-84.13485,33.70849,50000,minor,GeoNames
USA,Cerritos,-118.06479,33.85835,49975,minor,GeoNames
USA,Redford,-83.2966,42.38337,49936,minor,GeoNames
MEX,San Luis de la Paz,-100.51485,21.29845,49914,minor,GeoNames
USA,East Honolulu,-157.71734,21.28906,49914,minor,GeoNames
USA,Troy,-73.69179,42.72841,49906,minor,GeoNames
CAN,Whitchurch-Stouffville,-79.3163,44.00012,49864,minor,GeoNames
USA,Lincoln,-121.29301,38.89156,49757,minor,GeoNames
USA,Downers Grove,-88.01117,41.80892,49732,minor,GeoNames
USA,Azusa,-117.90756,34.13362,49690,minor,GeoNames
USA,Wilson,-77.91554,35.72127,49643,minor,GeoNames
USA,Monroe,-92.1193,32.50931,49598,minor,GeoNames
USA,Parker,-104.76136,39.5186,49550,minor,GeoNames
USA,La Mirada,-118.01201,33.91724,49520,minor,GeoNames
MEX,Apizaco,-98.14358,19.41333,49506,minor,GeoNames
USA,Minot,-101.29627,48.23251,49450,minor,GeoNames
USA,Aloha,-122.86705,45.49428,49425,minor,GeoNames
USA,Saginaw,-83.95081,43.41947,49347,minor,GeoNames
USA,Bedford,-97.14307,32.84402,49337,minor,GeoNames
USA,Rancho Santa Margarita,-117.6031,33.64086,49324,minor,GeoNames
USA,Cypress,-118.03729,33.81696,49290,minor,GeoNames
USA,Murray,-111.88799,40.66689,49250,minor,GeoNames
MEX,Emiliano Zapata,-99.18463,18.84065,49193,minor,GeoNames
USA,Cuyahoga Falls,-81.48456,41.13394,49146,minor,GeoNames
USA,Coeur d'Alene,-116.78047,47.67768,49122,minor,GeoNames
USA,Bloomfield,-74.18542,40.80677,49120,minor,GeoNames
USA,Rowland Heights,-117.90534,33.97612,48993,minor,GeoNames
USA,Covina,-117.89034,34.09001,48984,minor,GeoNames
MEX,Valladolid,-88.19936,20.68812,48973,minor,GeoNames
USA,Stillwater,-97.05837,36.11561,48967,minor,GeoNames
CAN,Dollard-Des Ormeaux,-73.82419,45.49452,48930,minor,GeoNames
MEX,Valle Hermoso,-97.81272,25.67317,48918,minor,GeoNames
USA,Niagara Falls,-79.05671,43.0945,48916,minor,GeoNames
USA,Collierville,-89.66453,35.04204,48863,minor,GeoNames
CAN,Brandon,-99.95306,49.84692,48859,minor,GeoNames
USA,Summerville,-80.17565,33.0185,48848,minor,GeoNames
CAN,Cornwall,-74.72815,45.01809,48821,minor,GeoNames
USA,Sheboygan,-87.71453,43.75083,48797,minor,GeoNames
USA,Middletown,-84.39828,39.51506,48760,minor,GeoNames
USA,Aspen Hill,-77.07303,39.07955,48759,minor,GeoNames
MEX,San Pedro,-102.98385,25.75602,48746,minor,GeoNames
USA,Dunwoody,-84.33465,33.94621,48733,minor,GeoNames
MEX,San Juan de los Lagos,-102.33036,21.24893,48684,minor,GeoNames
USA,Huntington,-82.44515,38.41925,48638,minor,GeoNames
USA,Maricopa,-112.04764,33.05811,48602,minor,GeoNames
USA,Roswell,-104.52491,33.39437,48544,minor,GeoNames
USA,Cedar Hill,-96.95612,32.58847,48507,minor,GeoNames
USA,East Brunswick,-74.41598,40.42788,48495,minor,GeoNames
USA,East Lansing,-84.48387,42.73698,48471,minor,GeoNames
USA,Apopka,-81.51186,28.67617,48382,minor,GeoNames
USA,Wheaton,-77.05526,39.03983,48284,minor,GeoNames
USA,Mishawaka,-86.15862,41.66199,48261,minor,GeoNames
USA,Portage,-85.58,42.20115,48177,minor,GeoNames
USA,West Orange,-74.23904,40.79871,48131,minor,GeoNames
USA,McLean,-77.17748,38.93428,48115,minor,GeoNames
MEX,Colonia del Sol,-109.92655,22.91273,48032,minor,GeoNames
MEX,Santa Ana Chiautempan,-98.18773,19.30661,48030,minor,GeoNames
USA,Newark,-82.40126,40.05812,47986,minor,GeoNames
USA,Ceres,-120.95771,37.59493,47963,minor,GeoNames
USA,Alexandria,-92.44514,31.31129,47889,minor,GeoNames
USA,Chesterfield,-90.57707,38.66311,47864,minor,GeoNames
MEX,Tierra Blanca,-96.35912,18.44771,47824,minor,GeoNames
USA,Barnstable,-70.29947,41.70011,47821,minor,GeoNames
USA,Salina,-97.61142,38.84028,47813,minor,GeoNames
USA,Lawrence,-86.02526,39.83865,47809,minor,GeoNames
USA,Bel Air South,-76.31977,39.50506,47709,minor,GeoNames
USA,Pearl City,-157.97516,21.39734,47698,minor,GeoNames
USA,Euclid,-81.52679,41.5931,47676,minor,GeoNames
USA,Roseville,-82.93714,42.49726,47637,minor,GeoNames
USA,Texas City,-94.9027,29.38385,47618,minor,GeoNames
USA,Wauwatosa,-88.00759,43.04946,47614,minor,GeoNames
USA,Florin,-121.40884,38.49602,47513,minor,GeoNames
USA,Twin Falls,-114.46087,42.56297,47468,minor,GeoNames
USA,Glenview,-87.78784,42.06975,47446,minor,GeoNames
USA,East Providence,-71.37005,41.81371,47408,minor,GeoNames
USA,Palm Springs,-116.54529,33.8303,47371,minor,GeoNames
USA,San Luis Obispo,-120.65962,35.28275,47339,minor,GeoNames
USA,Country Club,-80.317,25.94815,47105,minor,GeoNames
USA,Gwynn Oak,-76.69275,39.33261,47092,minor,GeoNames
MEX,Tlapa de Comonfort,-98.57599,17.54528,46975,minor,GeoNames
MEX,Tizimin,-88.15188,21.14304,46971,minor,GeoNames
USA,Madison,-86.74833,34.69926,46962,minor,GeoNames
USA,Jeffersonville,-85.73718,38.27757,46960,minor,GeoNames
USA,San Jacinto,-116.95864,33.78391,46951,minor,GeoNames
USA,Mentor,-81.33955,41.66616,46901,minor,GeoNames
USA,Charleston,-81.63262,38.34982,46838,minor,GeoNames
USA,Mansfield,-82.51545,40.75839,46830,minor,GeoNames
USA,Hattiesburg,-89.29034,31.32712,46805,minor,GeoNames
USA,Draper,-111.86382,40.52467,46774,minor,GeoNames
USA,Middletown,-72.65065,41.56232,46756,minor,GeoNames
USA,Wylie,-96.53888,33.01512,46708,minor,GeoNames
USA,Columbus,-85.92138,39.20144,46690,minor,GeoNames
USA,Smyrna,-86.5186,35.98284,46607,minor,GeoNames
USA,Charlottesville,-78.47668,38.02931,46597,minor,GeoNames
CAN,Langford,-123.50261,48.44963,46584,minor,GeoNames
CAN,Blainville,-73.88249,45.66678,46493,minor,GeoNames
USA,Lacey,-122.82319,47.03426,46409,minor,GeoNames
USA,Makakilo / Kapolei / Honokai Hale,-158.09676,21.3374,46389,minor,GeoNames
USA,Littleton,-105.01665,39.61332,46368,minor,GeoNames
USA,Beavercreek,-84.06327,39.70923,46277,minor,GeoNames
USA,Kannapolis,-80.62173,35.48736,46144,minor,GeoNames
USA,Everett,-71.05366,42.40843,46050,minor,GeoNames
USA,Binghamton,-75.91797,42.09869,46032,minor,GeoNames
USA,Brighton,-71.15644,42.3501,45977,minor,GeoNames
USA,Elmhurst,-87.94034,41.89947,45957,minor,GeoNames
USA,City of Sammamish,-122.03768,47.60444,45780,minor,GeoNames
USA,Antelope,-121.32995,38.70824,45770,minor,GeoNames
USA,Keller,-97.25168,32.93457,45758,minor,GeoNames
USA,Biloxi,-88.88531,30.39603,45637,minor,GeoNames
USA,Apex,-78.85029,35.73265,45585,minor,GeoNames
USA,West Lafayette,-86.90807,40.42587,45550,minor,GeoNames
CAN,West Vancouver,-123.16019,49.3286,45487,minor,GeoNames
USA,Cutler Bay,-80.3377,25.5783,45425,minor,GeoNames
USA,Titusville,-80.80755,28.61222,45393,minor,GeoNames
MEX,Autlan de Navarro,-104.36644,19.77189,45382,minor,GeoNames
USA,Altoona,-78.39474,40.51868,45344,minor,GeoNames
USA,Newark,-122.04024,37.52966,45336,minor,GeoNames
USA,Oro Valley,-110.96649,32.39091,45303,minor,GeoNames
USA,Saint Louis Park,-93.34801,44.9483,45250,minor,GeoNames
USA,Enfield,-72.59176,41.97621,45212,minor,GeoNames
USA,Dublin,-83.11408,40.09923,45098,minor,GeoNames
MEX,Chiapa de Corzo,-93.01216,16.7075,45077,minor,GeoNames
USA,Tuckahoe,-77.55638,37.59015,44990,minor,GeoNames
USA,Potomac,-77.20859,39.01817,44965,minor,GeoNames
USA,Cleveland Heights,-81.55624,41.52005,44962,minor,GeoNames
USA,Sayreville,-74.36098,40.45927,44920,minor,GeoNames
USA,Hackensack,-74.04347,40.88593,44834,minor,GeoNames
USA,Pine Bluff,-92.0032,34.22843,44772,minor,GeoNames
MEX,San Buenaventura,-98.86306,19.3025,44761,minor,GeoNames
USA,West Seneca,-78.79975,42.85006,44711,minor,GeoNames
USA,Strongsville,-81.83569,41.3145,44668,minor,GeoNames
USA,Coachella,-116.17389,33.6803,44635,minor,GeoNames
USA,Bentonville,-94.20882,36.37285,44499,minor,GeoNames
USA,Fort Pierce,-80.32561,27.44671,44484,minor,GeoNames
USA,Bridgewater,-74.64815,40.60079,44464,minor,GeoNames
USA,Danville,-121.99996,37.82159,44400,minor,GeoNames
USA,Oakland Park,-80.13199,26.17231,44319,minor,GeoNames
USA,Attleboro,-71.28561,41.94454,44284,minor,GeoNames
USA,Severn,-76.6983,39.13705,44231,minor,GeoNames
USA,Blacksburg,-80.41394,37.22957,44215,minor,GeoNames
USA,Haltom City,-97.26918,32.79957,44206,minor,GeoNames
USA,Lompoc,-120.45794,34.63915,44164,minor,GeoNames
USA,Wesley Chapel,-82.32787,28.23973,44092,minor,GeoNames
USA,Urbandale,-93.71217,41.62666,44062,minor,GeoNames
CAN,Georgetown,-79.91634,43.65011,44058,minor,GeoNames
USA,York,-76.72774,39.9626,43992,minor,GeoNames
USA,Concord,-71.53757,43.20814,43976,minor,GeoNames
USA,North Miami Beach,-80.16255,25.93315,43971,minor,GeoNames
USA,El Centro,-115.56305,32.792,43956,minor,GeoNames
USA,North Brunswick,-74.482,40.454,43905,minor,GeoNames
USA,Cleveland,-84.87661,35.15952,43898,minor,GeoNames
USA,North Bethesda,-77.11887,39.04455,43828,minor,GeoNames
USA,Beaumont,-116.97725,33.92946,43811,minor,GeoNames
USA,Lombard,-88.00784,41.88003,43797,minor,GeoNames
USA,Bountiful,-111.88077,40.88939,43784,minor,GeoNames
USA,North Lauderdale,-80.22588,26.2173,43703,minor,GeoNames
USA,Burleson,-97.32085,32.54208,43625,minor,GeoNames
USA,Ocoee,-81.54396,28.56917,43608,minor,GeoNames
CAN,Quinte West,-77.56618,44.18342,43577,minor,GeoNames
CAN,Chatham,-82.18494,42.41224,43550,minor,GeoNames
MEX,Purisima de Bustos,-101.87777,21.02969,43512,minor,GeoNames
USA,Ashburn,-77.48749,39.04372,43511,minor,GeoNames
USA,Southington,-72.8776,41.59649,43501,minor,GeoNames
USA,Augusta,-81.97484,33.47097,43459,minor,GeoNames
USA,Bozeman,-111.03856,45.67965,43405,minor,GeoNames
USA,Sierra Vista,-110.30369,31.55454,43355,minor,GeoNames
USA,Freeport,-73.58318,40.6576,43334,minor,GeoNames
CAN,Innisfil,-79.64964,44.30011,43326,minor,GeoNames
USA,Pittsfield,-73.24538,42.45008,43303,minor,GeoNames
USA,Hilo,-155.09073,19.72991,43263,minor,GeoNames
MEX,Tizayuca,-98.97607,19.83721,43250,minor,GeoNames
USA,West Babylon,-73.35429,40.71816,43213,minor,GeoNames
USA,DeKalb,-88.75036,41.92947,43211,minor,GeoNames
MEX,Moroleon,-101.1908,20.13027,43200,minor,GeoNames
USA,San Bruno,-122.41108,37.63049,43185,minor,GeoNames
USA,Altamonte Springs,-81.36562,28.66111,43159,minor,GeoNames
USA,Bell Gardens,-118.15146,33.96529,43106,minor,GeoNames
USA,Schertz,-98.26973,29.55217,43091,minor,GeoNames
USA,East Boston,-71.03922,42.3751,43066,minor,GeoNames
MEX,Jerez de Garcia Salinas,-102.98979,22.6497,43064,minor,GeoNames
MEX,Jesus Maria,-102.34333,21.96111,43012,minor,GeoNames
USA,Morgan Hill,-121.65439,37.1305,42948,minor,GeoNames
MEX,Palenque,-91.98125,17.50914,42947,minor,GeoNames
USA,Bothell,-122.2054,47.76232,42939,minor,GeoNames
MEX,Izucar de Matamoros,-98.46152,18.60157,42936,minor,GeoNames
USA,Fond du Lac,-88.43883,43.775,42933,minor,GeoNames
USA,Sicklerville,-74.96933,39.71734,42891,minor,GeoNames
USA,Sayreville Junction,-74.33043,40.46538,42890,minor,GeoNames
USA,Farmington,-108.21869,36.72806,42871,minor,GeoNames
USA,Salem,-70.89552,42.51977,42869,minor,GeoNames
USA,Arlington,-71.15644,42.41537,42844,minor,GeoNames
CAN,Salaberry-de-Valleyfield,-74.13253,45.25008,42787,minor,GeoNames
CAN,Chateauguay,-73.74919,45.38338,42786,minor,GeoNames
USA,Altadena,-118.13118,34.18973,42777,minor,GeoNames
USA,Fairfield,-84.5605,39.34589,42767,minor,GeoNames
USA,Rancho Palos Verdes,-118.38702,33.74446,42732,minor,GeoNames
USA,North Highlands,-121.37217,38.68574,42694,minor,GeoNames
MEX,Las Choapas,-94.09646,17.91177,42693,minor,GeoNames
USA,Moline,-90.51513,41.5067,42681,minor,GeoNames
USA,East Concord,-71.53813,43.24202,42605,minor,GeoNames
USA,Jefferson City,-92.17352,38.5767,42595,minor,GeoNames
USA,Henrietta,-77.61222,43.05923,42581,minor,GeoNames
USA,Rockwall,-96.45971,32.93123,42566,minor,GeoNames
USA,Plainfield,-88.20395,41.62697,42527,minor,GeoNames
MEX,Empalme,-110.81411,27.96166,42516,minor,GeoNames
MEX,Cintalapa de Figueroa,-93.71814,16.68393,42467,minor,GeoNames
USA,Burlington,-73.21207,44.47588,42452,minor,GeoNames
USA,Rohnert Park,-122.7011,38.33964,42407,minor,GeoNames
USA,Urbana,-88.20727,40.11059,42311,minor,GeoNames
MEX,Juventino Rosas,-100.9952,20.6435,42264,minor,GeoNames
CAN,Rimouski,-68.52396,48.44879,42240,minor,GeoNames
USA,Midland,-84.24721,43.61558,42200,minor,GeoNames
USA,Prescott Valley,-112.31572,34.61002,42197,minor,GeoNames
USA,Joint Base Pearl Harbor Hickam,-157.94713,21.34906,42184,minor,GeoNames
USA,State College,-77.86,40.79339,42161,minor,GeoNames
MEX,Zacatelco,-98.23972,19.21583,42150,minor,GeoNames
USA,Kearny,-74.14542,40.76843,42137,minor,GeoNames
USA,El Dorado Hills,-121.08217,38.68574,42108,minor,GeoNames
USA,Danville,-79.39502,36.58597,42082,minor,GeoNames
CAN,Saint-Eustache,-73.90554,45.565,42062,minor,GeoNames
USA,Belleville,-89.98399,38.52005,42034,minor,GeoNames
USA,Linden,-74.24459,40.62205,42021,minor,GeoNames
USA,Moorhead,-96.76951,46.87386,42005,minor,GeoNames
USA,Brea,-117.90006,33.91668,41944,minor,GeoNames
USA,Riverton,-111.9391,40.52189,41900,minor,GeoNames
USA,Prescott,-112.4685,34.54002,41899,minor,GeoNames
MEX,Ocosingo,-92.09349,16.90634,41878,minor,GeoNames
USA,Mount Laurel,-74.891,39.934,41864,minor,GeoNames
CAN,Timmins,-81.33312,48.46686,41788,minor,GeoNames
USA,The Colony,-96.88639,33.08901,41779,minor,GeoNames
USA,Manassas,-77.47527,38.75095,41764,minor,GeoNames
USA,Brentwood,-86.78278,36.03312,41763,minor,GeoNames
USA,Westfield,-72.74954,42.12509,41690,minor,GeoNames
CAN,Sorel-Tracy,-73.11358,46.04178,41629,minor,GeoNames
USA,Hutchinson,-97.92977,38.06084,41569,minor,GeoNames
USA,Leominster,-71.75979,42.52509,41569,minor,GeoNames
USA,Catonsville,-76.73192,39.27205,41567,minor,GeoNames
USA,Hicksville,-73.52513,40.76843,41547,minor,GeoNames
USA,Bartlett,-88.18563,41.99503,41545,minor,GeoNames
CAN,Mission,-122.30258,49.13298,41519,minor,GeoNames
USA,Buffalo Grove,-87.95979,42.15141,41496,minor,GeoNames
USA,Woonsocket,-71.51478,42.00288,41475,minor,GeoNames
MEX,Comalcalco,-93.22432,18.26496,41458,minor,GeoNames
USA,Edmonds,-122.37736,47.81065,41375,minor,GeoNames
USA,Marana,-111.22538,32.43674,41315,minor,GeoNames
USA,Shelton,-73.09316,41.31649,41296,minor,GeoNames
USA,Cedar Falls,-92.44547,42.52776,41255,minor,GeoNames
USA,Beverly,-70.88005,42.55843,41186,minor,GeoNames
MEX,San Pedro,-103.21667,25.43333,41165,minor,GeoNames
USA,University,-82.43902,28.07389,41163,minor,GeoNames
USA,Coppell,-97.01501,32.95457,41159,minor,GeoNames
USA,Findlay,-83.64993,41.04422,41149,minor,GeoNames
USA,Campbell,-121.94996,37.28717,41117,minor,GeoNames
USA,Lake Ridge,-77.29776,38.68789,41058,minor,GeoNames
USA,Burke,-77.27165,38.79345,41055,minor,GeoNames
USA,Mankato,-94.00915,44.15906,41044,minor,GeoNames
USA,Annandale,-77.19637,38.83039,41008,minor,GeoNames
CAN,Strawberry Hill,-122.88333,49.13333,41000,minor,GeoNames
USA,Covington,-84.50855,39.08367,40997,minor,GeoNames
USA,Peachtree Corners,-84.22159,33.9701,40978,minor,GeoNames
USA,South Valley,-106.67808,35.01005,40976,minor,GeoNames
CAN,Val-des-Arbres,-73.67542,45.59837,40974,minor,GeoNames
USA,Ormond Beach,-81.05589,29.28581,40970,minor,GeoNames
USA,Carrollwood Village,-82.52093,28.06752,40949,minor,GeoNames
USA,Huntsville,-95.55078,30.72353,40938,minor,GeoNames
MEX,Ciudad Constitucion,-111.66256,25.0321,40935,minor,GeoNames
MEX,Loma Bonita,-95.88053,18.10766,40934,minor,GeoNames
CAN,Stittsville,-75.91606,45.2501,40889,minor,GeoNames
USA,Sumter,-80.34147,33.92044,40816,minor,GeoNames
USA,Annapolis,-76.49184,38.97859,40812,minor,GeoNames
USA,Quincy,-91.40987,39.9356,40780,minor,GeoNames
USA,Wilkes-Barre,-75.88131,41.24591,40780,minor,GeoNames
MEX,Panuco,-98.18192,22.05378,40754,minor,GeoNames
USA,La Puente,-117.94951,34.02001,40745,minor,GeoNames
USA,Holyoke,-72.6162,42.20426,40684,minor,GeoNames
USA,Sherman,-96.60888,33.63566,40667,minor,GeoNames
USA,Goose Creek,-80.03259,32.98101,40633,minor,GeoNames
MEX,Rio Blanco,-97.156,18.83036,40611,minor,GeoNames
USA,Maplewood,-92.99522,44.95302,40567,minor,GeoNames
CAN,Ancaster,-79.98716,43.21806,40557,minor,GeoNames
USA,Streamwood,-88.17841,42.02558,40554,minor,GeoNames
USA,Fitchburg,-71.8023,42.58342,40545,minor,GeoNames
USA,Hilton Head Island,-80.73816,32.19382,40512,minor,GeoNames
USA,La Quinta,-116.31001,33.66336,40476,minor,GeoNames
USA,Crystal Lake,-88.3162,42.24113,40448,minor,GeoNames
USA,Hagerstown,-77.71999,39.64176,40432,minor,GeoNames
USA,San Gabriel,-118.10583,34.09611,40424,minor,GeoNames
CAN,Woodstock,-80.7497,43.13339,40404,minor,GeoNames
USA,Hickory,-81.3412,35.73319,40374,minor,GeoNames
USA,Beverly Cove,-70.85366,42.55343,40365,minor,GeoNames
USA,Winter Garden,-81.58618,28.56528,40356,minor,GeoNames
USA,Carol Stream,-88.13479,41.91253,40356,minor,GeoNames
USA,Warren,-80.81842,41.23756,40245,minor,GeoNames
MEX,Santa Rosalia de Camargo,-105.17158,27.67891,40221,minor,GeoNames
USA,Marlboro,-74.24626,40.31539,40191,minor,GeoNames
MEX,Cihuatlan,-104.56512,19.2366,40139,minor,GeoNames
CAN,Vernon,-119.27337,50.26729,40116,minor,GeoNames
USA,Teaneck,-74.01597,40.8976,40078,minor,GeoNames
MEX,Penjamo,-101.72403,20.43134,40070,minor,GeoNames
USA,Calexico,-115.49888,32.67895,40053,minor,GeoNames
USA,Florence,-87.67725,34.79981,40026,minor,GeoNames
MEX,Huejutla de Reyes,-98.41944,21.14,40015,minor,GeoNames
USA,Shakopee,-93.5269,44.79802,39981,minor,GeoNames
MEX,San Andres Cholula,-98.29526,19.05144,39964,minor,GeoNames
USA,Billerica,-71.26895,42.55843,39904,minor,GeoNames
USA,Norwich,-72.07591,41.52426,39899,minor,GeoNames
USA,Amherst,-72.51852,42.36723,39833,minor,GeoNames
USA,Duncanville,-96.90834,32.6518,39826,minor,GeoNames
USA,New Berlin,-88.10842,42.9764,39825,minor,GeoNames
USA,Marlborough,-71.55229,42.34593,39818,minor,GeoNames
USA,Oakley,-121.71245,37.99742,39813,minor,GeoNames
MEX,Xicotepec de Juarez,-97.96111,20.27605,39803,minor,GeoNames
USA,Lancaster,-82.59933,39.71368,39766,minor,GeoNames
USA,Romeoville,-88.08951,41.64753,39719,minor,GeoNames
USA,Montclair,-74.20903,40.82593,39701,minor,GeoNames
USA,Meridian,-88.70366,32.36431,39661,minor,GeoNames
USA,Puyallup,-122.2929,47.18538,39659,minor,GeoNames
MEX,Uman,-89.74798,20.88149,39611,minor,GeoNames
USA,Woburn,-71.15228,42.47926,39555,minor,GeoNames
USA,Bremerton,-122.63264,47.56732,39520,minor,GeoNames
USA,Hallandale Beach,-80.14838,25.9812,39488,minor,GeoNames
USA,Clovis,-103.20523,34.4048,39480,minor,GeoNames
USA,Weslaco,-97.99084,26.15952,39474,minor,GeoNames
USA,Cape Girardeau,-89.51815,37.30588,39462,minor,GeoNames
USA,Bullhead City,-114.5683,35.14778,39445,minor,GeoNames
USA,North Fort Myers,-81.88009,26.66729,39407,minor,GeoNames
USA,Dover,-75.52437,39.15817,39403,minor,GeoNames
USA,Chelsea,-71.03283,42.39176,39398,minor,GeoNames
USA,Grove City,-83.09296,39.88145,39388,minor,GeoNames
CAN,Bowmanville,-78.68286,43.91682,39371,minor,GeoNames
USA,Princeton,-80.40894,25.53844,39308,minor,GeoNames
USA,Essex,-76.47496,39.30927,39262,minor,GeoNames
